acc_x,acc_y,acc_z,video_frame_seq,timestamp
-0.0628662109375,-0.37060546875,0.9664306640625,0,1602471831779
-0.08740234375,-0.3480224609375,0.9840087890625,0,1602471831786
-0.140625,-0.343017578125,0.98681640625,0,1602471831801
-0.181640625,-0.3447265625,0.974853515625,0,1602471831809
-0.1844482421875,-0.3480224609375,0.957763671875,1,1602471831816
-0.152099609375,-0.349853515625,0.953857421875,1,1602471831831
-0.1240234375,-0.338623046875,0.9510498046875,1,1602471831839
-0.1097412109375,-0.3275146484375,0.937255859375,2,1602471831846
-0.10302734375,-0.3399658203125,0.9288330078125,2,1602471831861
-0.11865234375,-0.357421875,0.9150390625,2,1602471831869
-0.155029296875,-0.3587646484375,0.8951416015625,2,1602471831876
-0.1934814453125,-0.361572265625,0.89697265625,3,1602471831891
-0.21044921875,-0.3804931640625,0.9007568359375,3,1602471831899
-0.189208984375,-0.385498046875,0.916748046875,3,1602471831906
-0.130859375,-0.381591796875,0.9298095703125,4,1602471831929
-0.0775146484375,-0.375732421875,0.9451904296875,4,1602471831936
-0.048828125,-0.3753662109375,0.9580078125,4,1602471831944
-0.0513916015625,-0.3826904296875,0.945068359375,5,1602471831951
-0.0728759765625,-0.378173828125,0.9388427734375,5,1602471831959
-0.1029052734375,-0.3873291015625,0.933837890625,5,1602471831966
-0.123046875,-0.3961181640625,0.921875,6,1602471831982
-0.140869140625,-0.3905029296875,0.916259765625,6,1602471831989
-0.15771484375,-0.3951416015625,0.9091796875,6,1602471831996
-0.17333984375,-0.4100341796875,0.8919677734375,6,1602471832011
-0.17724609375,-0.4124755859375,0.884765625,7,1602471832019
-0.1796875,-0.40234375,0.8961181640625,7,1602471832026
-0.16845703125,-0.3978271484375,0.90380859375,7,1602471832041
-0.158447265625,-0.398193359375,0.9066162109375,8,1602471832049
-0.1695556640625,-0.390625,0.9136962890625,8,1602471832056
-0.1829833984375,-0.3797607421875,0.921630859375,8,1602471832071
-0.181396484375,-0.374267578125,0.9322509765625,9,1602471832086
-0.1783447265625,-0.3663330078125,0.94384765625,9,1602471832094
-0.181640625,-0.355224609375,0.950927734375,9,1602471832101
-0.193359375,-0.350341796875,0.9542236328125,9,1602471832109
-0.208740234375,-0.357666015625,0.9539794921875,10,1602471832116
-0.2255859375,-0.36572265625,0.953369140625,10,1602471832131
-0.234375,-0.3673095703125,0.9521484375,10,1602471832139
-0.232177734375,-0.3656005859375,0.95751953125,11,1602471832146
-0.224609375,-0.3609619140625,0.9605712890625,11,1602471832161
-0.2193603515625,-0.357177734375,0.9617919921875,11,1602471832169
-0.2178955078125,-0.3580322265625,0.9571533203125,11,1602471832176
-0.2215576171875,-0.3583984375,0.9468994140625,12,1602471832191
-0.2247314453125,-0.35986328125,0.935791015625,12,1602471832199
-0.231689453125,-0.364501953125,0.9061279296875,12,1602471832206
-0.2314453125,-0.38232421875,0.8819580078125,13,1602471832221
-0.244384765625,-0.3887939453125,0.871826171875,13,1602471832229
-0.2637939453125,-0.371337890625,0.8685302734375,13,1602471832236
-0.25634765625,-0.4013671875,0.89013671875,14,1602471832251
-0.232177734375,-0.427734375,0.891357421875,14,1602471832259
-0.216064453125,-0.4024658203125,0.89697265625,14,1602471832266
-0.1861572265625,-0.3802490234375,0.9112548828125,14,1602471832282
-0.17724609375,-0.377197265625,0.9185791015625,15,1602471832289
-0.2122802734375,-0.3753662109375,0.904052734375,15,1602471832296
-0.2696533203125,-0.3726806640625,0.8992919921875,15,1602471832311
-0.30224609375,-0.3824462890625,0.8975830078125,16,1602471832319
-0.292724609375,-0.3907470703125,0.912353515625,16,1602471832326
-0.2603759765625,-0.378662109375,0.928466796875,16,1602471832341
-0.2276611328125,-0.3681640625,0.9390869140625,16,1602471832349
-0.2076416015625,-0.3697509765625,0.94482421875,17,1602471832356
-0.2137451171875,-0.3712158203125,0.9404296875,17,1602471832371
-0.219970703125,-0.376953125,0.931884765625,17,1602471832379
-0.2314453125,-0.37744140625,0.929443359375,18,1602471832386
-0.2576904296875,-0.372802734375,0.9227294921875,18,1602471832401
-0.27880859375,-0.3673095703125,0.9263916015625,18,1602471832409
-0.2701416015625,-0.369873046875,0.9404296875,19,1602471832416
-0.2274169921875,-0.3824462890625,0.966064453125,19,1602471832431
-0.177001953125,-0.3865966796875,0.9869384765625,19,1602471832439
-0.1380615234375,-0.3795166015625,0.997314453125,19,1602471832446
-0.13232421875,-0.37841796875,0.998291015625,20,1602471832461
-0.154541015625,-0.375244140625,1.00244140625,20,1602471832469
-0.1978759765625,-0.36767578125,0.9979248046875,20,1602471832476
-0.210693359375,-0.37451171875,0.9595947265625,21,1602471832491
-0.177001953125,-0.3939208984375,0.9080810546875,21,1602471832499
-0.174072265625,-0.4088134765625,0.8841552734375,21,1602471832506
-0.216064453125,-0.4237060546875,0.88916015625,22,1602471832521
-0.2529296875,-0.4354248046875,0.9249267578125,22,1602471832529
-0.244384765625,-0.4376220703125,0.9739990234375,22,1602471832536
-0.2066650390625,-0.4228515625,1.005615234375,23,1602471832551
-0.1766357421875,-0.3939208984375,1.001708984375,23,1602471832559
-0.1751708984375,-0.383544921875,0.9501953125,23,1602471832566
-0.174072265625,-0.415283203125,0.885986328125,23,1602471832574
-0.1717529296875,-0.459716796875,0.841552734375,24,1602471832589
-0.17919921875,-0.4813232421875,0.83447265625,24,1602471832596
-0.1939697265625,-0.4891357421875,0.8394775390625,24,1602471832604
-0.194580078125,-0.5030517578125,0.83251953125,25,1602471832619
-0.1951904296875,-0.50732421875,0.832275390625,25,1602471832626
-0.23583984375,-0.5030517578125,0.8177490234375,25,1602471832634
-0.282958984375,-0.500732421875,0.792724609375,25,1602471832649
-0.3133544921875,-0.5054931640625,0.775146484375,26,1602471832656
-0.33056640625,-0.5107421875,0.7838134765625,26,1602471832664
-0.3372802734375,-0.505126953125,0.7891845703125,26,1602471832679
-0.3345947265625,-0.4976806640625,0.7713623046875,27,1602471832686
-0.3338623046875,-0.503662109375,0.748779296875,27,1602471832694
-0.3477783203125,-0.5146484375,0.725830078125,27,1602471832709
-0.3680419921875,-0.52099609375,0.722412109375,27,1602471832716
-0.3797607421875,-0.529541015625,0.708740234375,28,1602471832724
-0.3306884765625,-0.536376953125,0.6976318359375,28,1602471832739
-0.3197021484375,-0.527587890625,0.72705078125,28,1602471832746
-0.3511962890625,-0.5281982421875,0.720947265625,29,1602471832754
-0.4307861328125,-0.538330078125,0.8037109375,29,1602471832769
-0.5626220703125,-0.572265625,0.796875,29,1602471832776
-0.537353515625,-0.6085205078125,0.7635498046875,30,1602471832784
-0.402587890625,-0.5943603515625,0.745361328125,30,1602471832799
-0.348876953125,-0.5745849609375,0.74853515625,30,1602471832806
-0.3936767578125,-0.5628662109375,0.7591552734375,30,1602471832814
-0.4349365234375,-0.55078125,0.7685546875,31,1602471832829
-0.438720703125,-0.550048828125,0.77099609375,31,1602471832836
-0.412109375,-0.556396484375,0.7811279296875,31,1602471832844
-0.384033203125,-0.55126953125,0.7989501953125,32,1602471832859
-0.3572998046875,-0.5333251953125,0.809326171875,32,1602471832866
-0.33837890625,-0.510009765625,0.8154296875,32,1602471832874
-0.3555908203125,-0.5048828125,0.8104248046875,33,1602471832889
-0.3892822265625,-0.5150146484375,0.7969970703125,33,1602471832896
-0.40771484375,-0.5234375,0.795654296875,33,1602471832904
-0.3980712890625,-0.52978515625,0.79736328125,34,1602471832919
-0.385986328125,-0.532470703125,0.7943115234375,34,1602471832926
-0.39453125,-0.5269775390625,0.7861328125,34,1602471832934
-0.4068603515625,-0.526611328125,0.7706298828125,34,1602471832949
-0.388671875,-0.5374755859375,0.7589111328125,35,1602471832956
-0.3636474609375,-0.5413818359375,0.7728271484375,35,1602471832964
-0.3753662109375,-0.544189453125,0.7830810546875,35,1602471832979
-0.395751953125,-0.5491943359375,0.775146484375,36,1602471832986
-0.3912353515625,-0.5601806640625,0.7481689453125,36,1602471832994
-0.3931884765625,-0.5557861328125,0.7396240234375,36,1602471833009
-0.444580078125,-0.5416259765625,0.744140625,36,1602471833016
-0.499755859375,-0.5430908203125,0.7376708984375,37,1602471833024
-0.501953125,-0.549072265625,0.7218017578125,37,1602471833039
-0.4757080078125,-0.56005859375,0.7122802734375,37,1602471833046
-0.4625244140625,-0.5616455078125,0.711181640625,38,1602471833054
-0.4635009765625,-0.556640625,0.7086181640625,38,1602471833069
-0.4609375,-0.55615234375,0.7012939453125,38,1602471833076
-0.4637451171875,-0.5582275390625,0.6942138671875,38,1602471833084
-0.4822998046875,-0.560791015625,0.6844482421875,39,1602471833099
-0.5025634765625,-0.5614013671875,0.6829833984375,39,1602471833106
